zone_profile_id,botanical_entry_id,match_status,match_candidates,botanical_link,common_names,growth_habit,forest_garden_layer,lifespan,native_region,climate_band_prefers,hardiness_class,outdoor_suitability,greenhouse_zone,indoor_container_use,soil_type,soil_moisture,soil_functions,sun_exposure,humidity_preference,root_depth_type,spread_pattern,companion_plants,incompatible_with,guild_roles,foraging_habitat,harvest_window,planting_sowing_window,yield_regrowth,propagation_methods,conservation_status,foraging_cautions,wildlife_supported,notes,branch_id,country,region,zone,microclimate_tags,production_mode,source_table,source_row
BRWM-00053,BOT-BR-0018,matched_source_id,BOT-BR-0018:Acerola — Okinawa,Acerola — Okinawa,Acerola — Okinawa,Shrub / small tree,,,Brazil,Managed tropical / semiarid irrigated,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,full sun;managed irrigation increases output,Cultivated orchard,Brazil_Working_Master,54
BRWM-00054,BOT-BR-0018,matched_source_id,BOT-BR-0018:Acerola — Okinawa,Acerola — Okinawa,Acerola — Okinawa,Shrub / small tree,,,Brazil,Managed tropical / semiarid irrigated,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,full sun;managed irrigation increases output,Cultivated orchard,Brazil_Working_Master,55
BRWM-00055,BOT-BR-0019,matched_source_id,BOT-BR-0019:Alfavaca-cravo,Alfavaca-cravo,Alfavaca-cravo,Herb,,,Brazil,Managed tropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed herbs,full sun;warm humid,Cultivated herb bed,Brazil_Working_Master,56
BRWM-00056,BOT-BR-0019,matched_source_id,BOT-BR-0019:Alfavaca-cravo,Alfavaca-cravo,Alfavaca-cravo,Herb,,,Brazil,Managed tropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed herbs,full sun;warm humid,Cultivated herb bed,Brazil_Working_Master,57
BRWM-00057,BOT-BR-0019,matched_source_id,BOT-BR-0019:Alfavaca-cravo,Alfavaca-cravo,Alfavaca-cravo,Herb,,,Brazil,Managed tropical,,Widely cultivated in Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed herbs,full sun;warm humid,Cultivated herb bed,Brazil_Working_Master,58
BRWM-00058,BOT-BR-0020,matched_source_id,BOT-BR-0020:Amburana-de-cheiro,Amburana-de-cheiro,Amburana-de-cheiro,Tree,,,Brazil,Tropical semiarid;Tropical seasonal,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,EN,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Semiarid,dry forest;well-drained,Managed medicinal crop,Brazil_Working_Master,59
BRWM-00059,BOT-BR-0020,matched_source_id,BOT-BR-0020:Amburana-de-cheiro,Amburana-de-cheiro,Amburana-de-cheiro,Tree,,,Brazil,Tropical semiarid;Tropical seasonal,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,EN,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,dry forest;well-drained,Managed medicinal crop,Brazil_Working_Master,60
BRWM-00060,BOT-BR-0021,matched_source_id,BOT-BR-0021:Andiroba,Andiroba,Andiroba,Tree,,,Brazil,Equatorial humid,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,humid forest;floodplain or terra firme,Managed medicinal crop,Brazil_Working_Master,61
BRWM-00061,BOT-BR-0022,matched_source_id,BOT-BR-0022:Araticum,Araticum,Araticum,Tree,,,Brazil,Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,savanna;well-drained,Cultivated orchard,Brazil_Working_Master,62
BRWM-00062,BOT-BR-0022,matched_source_id,BOT-BR-0022:Araticum,Araticum,Araticum,Tree,,,Brazil,Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,savanna;well-drained,Cultivated orchard,Brazil_Working_Master,63
BRWM-00063,BOT-BR-0023,matched_source_id,BOT-BR-0023:Araucária / Pinhão,Araucária / Pinhão,Araucária / Pinhão,Tree,,,Brazil,Subtropical humid;Highland mild,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,CR,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,cool humid highlands,Managed medicinal crop,Brazil_Working_Master,64
BRWM-00064,BOT-BR-0023,matched_source_id,BOT-BR-0023:Araucária / Pinhão,Araucária / Pinhão,Araucária / Pinhão,Tree,,,Brazil,Subtropical humid;Highland mild,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,CR,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Pampa / Cooler,cool humid highlands,Managed medicinal crop,Brazil_Working_Master,65
BRWM-00065,BOT-BR-0023,matched_source_id,BOT-BR-0023:Araucária / Pinhão,Araucária / Pinhão,Araucária / Pinhão,Tree,,,Brazil,Subtropical humid;Highland mild,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,CR,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,cool humid highlands,Managed medicinal crop,Brazil_Working_Master,66
BRWM-00066,BOT-BR-0024,matched_source_id,BOT-BR-0024:Araçá,Araçá,Araçá,Tree,,,Brazil,Subtropical humid;Atlantic humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,well-drained orchard,Cultivated orchard,Brazil_Working_Master,67
BRWM-00067,BOT-BR-0024,matched_source_id,BOT-BR-0024:Araçá,Araçá,Araçá,Tree,,,Brazil,Subtropical humid;Atlantic humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,well-drained orchard,Cultivated orchard,Brazil_Working_Master,68
BRWM-00068,BOT-BR-0025,matched_source_id,BOT-BR-0025:Araçá-boi,Araçá-boi,Araçá-boi,Tree,,,Brazil,Equatorial humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,humid tropics,Cultivated orchard,Brazil_Working_Master,69
BRWM-00069,BOT-BR-0026,matched_source_id,BOT-BR-0026:Arnica-do-campo,Arnica-do-campo,Arnica-do-campo,Shrub,,,Brazil,Highland mild;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Flagged,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,rocky campo rupestre / cerrado,Managed medicinal crop,Brazil_Working_Master,70
BRWM-00070,BOT-BR-0026,matched_source_id,BOT-BR-0026:Arnica-do-campo,Arnica-do-campo,Arnica-do-campo,Shrub,,,Brazil,Highland mild;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Flagged,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,rocky campo rupestre / cerrado,Managed medicinal crop,Brazil_Working_Master,71
BRWM-00071,BOT-BR-0027,matched_source_id,BOT-BR-0027:Aroeira-do-sertão,Aroeira-do-sertão,Aroeira-do-sertão,Tree,,,Brazil,Tropical semiarid;Tropical seasonal,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,Flagged,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Semiarid,dry forests;full sun,Managed medicinal crop,Brazil_Working_Master,72
BRWM-00072,BOT-BR-0027,matched_source_id,BOT-BR-0027:Aroeira-do-sertão,Aroeira-do-sertão,Aroeira-do-sertão,Tree,,,Brazil,Tropical semiarid;Tropical seasonal,,Native to Brazil,,,Deep well-drained soils,,,Full sun;agroforestry;forest systems,,,,,,,Forest;managed agroforestry,,,,,Flagged,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,dry forests;full sun,Managed medicinal crop,Brazil_Working_Master,73
BRWM-00073,BOT-BR-0028,matched_source_id,BOT-BR-0028:Açaí,Açaí,Açaí,Palm,,,Brazil,Equatorial humid;Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,humid floodplain;terra firme under management,Cultivated orchard,Brazil_Working_Master,74
BRWM-00074,BOT-BR-0028,matched_source_id,BOT-BR-0028:Açaí,Açaí,Açaí,Palm,,,Brazil,Equatorial humid;Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,humid floodplain;terra firme under management,Cultivated orchard,Brazil_Working_Master,75
BRWM-00075,BOT-BR-0029,matched_source_id,BOT-BR-0029:Açaí — BRS Pai d’Égua,Açaí — BRS Pai d’Égua,Açaí — BRS Pai d’Égua,Palm,,,Brazil,Equatorial humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,irrigated terra firme,Cultivated,Brazil_Working_Master,76
BRWM-00076,BOT-BR-0030,matched_source_id,BOT-BR-0030:Açaí — BRS Pará,Açaí — BRS Pará,Açaí — BRS Pará,Palm,,,Brazil,Equatorial humid;Tropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,terra firme;managed orchards,Cultivated,Brazil_Working_Master,77
BRWM-00077,BOT-BR-0030,matched_source_id,BOT-BR-0030:Açaí — BRS Pará,Açaí — BRS Pará,Açaí — BRS Pará,Palm,,,Brazil,Equatorial humid;Tropical humid,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,terra firme;managed orchards,Cultivated,Brazil_Working_Master,78
BRWM-00078,BOT-BR-0031,matched_source_id,BOT-BR-0031:Açaí-solteiro,Açaí-solteiro,Açaí-solteiro,Palm,,,Brazil,Equatorial humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,humid forest;non-flooded and flooded forest mosaics,Cultivated orchard,Brazil_Working_Master,79
BRWM-00079,BOT-BR-0032,matched_source_id,BOT-BR-0032:Babassu,Babassu,Babassu,Palm,,,Brazil,Tropical humid;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon transition,full sun;secondary landscapes,Cultivated orchard,Brazil_Working_Master,80
BRWM-00080,BOT-BR-0032,matched_source_id,BOT-BR-0032:Babassu,Babassu,Babassu,Palm,,,Brazil,Tropical humid;Tropical seasonal,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,full sun;secondary landscapes,Cultivated orchard,Brazil_Working_Master,81
BRWM-00081,BOT-BR-0033,matched_source_id,BOT-BR-0033:Bacaba,Bacaba,Bacaba,Palm,,,Brazil,Equatorial humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,humid forest,Cultivated orchard,Brazil_Working_Master,82
BRWM-00082,BOT-BR-0034,matched_source_id,BOT-BR-0034:Bacuri,Bacuri,Bacuri,Tree,,,Brazil,Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,North Amazon Wet,humid tropics;well-drained,Cultivated orchard,Brazil_Working_Master,83
BRWM-00083,BOT-BR-0034,matched_source_id,BOT-BR-0034:Bacuri,Bacuri,Bacuri,Tree,,,Brazil,Tropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,humid tropics;well-drained,Cultivated orchard,Brazil_Working_Master,84
BRWM-00084,BOT-BR-0035,matched_source_id,BOT-BR-0035:Banana — BRS Garantida,Banana — BRS Garantida,Banana — BRS Garantida,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,85
BRWM-00085,BOT-BR-0035,matched_source_id,BOT-BR-0035:Banana — BRS Garantida,Banana — BRS Garantida,Banana — BRS Garantida,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,86
BRWM-00086,BOT-BR-0035,matched_source_id,BOT-BR-0035:Banana — BRS Garantida,Banana — BRS Garantida,Banana — BRS Garantida,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,87
BRWM-00087,BOT-BR-0035,matched_source_id,BOT-BR-0035:Banana — BRS Garantida,Banana — BRS Garantida,Banana — BRS Garantida,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,88
BRWM-00088,BOT-BR-0035,matched_source_id,BOT-BR-0035:Banana — BRS Garantida,Banana — BRS Garantida,Banana — BRS Garantida,Herb,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Brazil_Working_Master,89
