symbiosis_profile_id,botanical_entry_id,symbiosis_type,symbiotic_partner_type,symbiotic_partner_botanical_id,mycorrhizal_association_type,nitrogen_fixing_flag,host_dependency_flag,nurse_plant_flag,rhizosphere_benefit_notes,symbiosis_strength,symbiosis_confidence,symbiotic_role_tags,notes,source_table,source_row
SYM-BOT-BR-0206,BOT-BR-0206,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,15685
SYM-BOT-BR-0207,BOT-BR-0207,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,25192
SYM-BOT-BR-0208,BOT-BR-0208,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,103998
SYM-BOT-BR-0209,BOT-BR-0209,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,102216
SYM-BOT-BR-0210,BOT-BR-0210,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,286359
SYM-BOT-BR-0211,BOT-BR-0211,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5159
SYM-BOT-BR-0212,BOT-BR-0212,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5161
SYM-BOT-BR-0213,BOT-BR-0213,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,102218
SYM-BOT-BR-0214,BOT-BR-0214,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5163
SYM-BOT-BR-0215,BOT-BR-0215,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,104367
SYM-BOT-BR-0216,BOT-BR-0216,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5181
SYM-BOT-BR-0217,BOT-BR-0217,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,104311
SYM-BOT-BR-0218,BOT-BR-0218,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5195
SYM-BOT-BR-0219,BOT-BR-0219,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5198
SYM-BOT-BR-0220,BOT-BR-0220,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5213
SYM-BOT-BR-0221,BOT-BR-0221,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,127704
SYM-BOT-BR-0222,BOT-BR-0222,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5220
SYM-BOT-BR-0223,BOT-BR-0223,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5221
SYM-BOT-BR-0224,BOT-BR-0224,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5222
SYM-BOT-BR-0225,BOT-BR-0225,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5226
SYM-BOT-BR-0226,BOT-BR-0226,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,104357
SYM-BOT-BR-0227,BOT-BR-0227,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5233
SYM-BOT-BR-0228,BOT-BR-0228,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5239
SYM-BOT-BR-0229,BOT-BR-0229,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5240
SYM-BOT-BR-0230,BOT-BR-0230,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5241
SYM-BOT-BR-0231,BOT-BR-0231,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5247
SYM-BOT-BR-0232,BOT-BR-0232,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5249
SYM-BOT-BR-0233,BOT-BR-0233,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5254
SYM-BOT-BR-0234,BOT-BR-0234,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5256
SYM-BOT-BR-0235,BOT-BR-0235,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5259
SYM-BOT-BR-0236,BOT-BR-0236,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,5260
SYM-BOT-BR-0237,BOT-BR-0237,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,FALSE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,104366
SYM-BOT-BR-0238,BOT-BR-0238,mycorrhizal_candidate,soil_fungi,,arbuscular_candidate,FALSE,FALSE,TRUE,Derived Atlantic Forest rhizosphere/mycorrhizal candidate from growth form and substrate; verify taxon-specific association.,derived_candidate,builder_inference_from_growth_form_and_substrate,soil_biota; rhizosphere_support; nurse_structure,Generated for complete Ubatuba symbiosis layer coverage where taxon-level symbiosis rows were absent in the prior import.,Ubatuba_focus_rulepack_v1,33998
